연번,이름,성별,현재 나이,연령대,가입일,거주 지역,고객 등급,최근 구매 제품,최근 거래 금액,차량 구매 횟수,누적 구매 금액,평균 구매 금액,할부 여부,거래 방식,구매 경로,고객 충성도 지수,고객 평생 가치,생년월일,최근 구매 날짜,최근 구매 연도,구매 요일,등급
303,Charles Stewart,남성,36,30대,2021-08-08,미국,일반,아이오닉5,29407019,2,58814038,29407019,N,수출,오프라인,86.2,65671206,1989,2017-09-15,2017,Saturday,일반
304,Kathleen Hendricks,여성,50,50대,2022-01-28,미국,일반,펠리세이드,48841473,1,48841473,48841473,N,수출,온라인,84.14,53147548,1975,2018-10-13,2018,Monday,일반
305,Paul Smith,남성,44,40대,2022-01-25,미국,우수,그랜저HG,48625871,1,48625871,48625871,N,수출,오프라인,77.31,55873593,1981,2018-05-30,2018,Thursday,우수
306,Jennifer Duncan,여성,48,40대,2023-04-16,미국,우수,베뉴,46235165,6,277410990,46235165,Y,수출,오프라인,86.08,283286133,1977,2021-08-11,2021,Friday,우수
307,Mr. James Contreras Jr.,남성,67,60대,2023-09-04,미국,VIP,싼타페DM,48271375,3,144814125,48271375,Y,수출,오프라인,56.81,149021770,1958,2024-01-23,2024,Saturday,VIP
308,Christopher Hall,남성,54,50대,2023-12-30,미국,일반,캐스퍼,45505766,1,45505766,45505766,Y,수출,온라인,75.23,50498633,1971,2019-08-20,2019,Sunday,일반
309,Jacqueline Gallagher,남성,48,40대,2022-10-15,미국,VIP,i40,51006186,3,153018558,51006186,Y,수출,오프라인,68.12,159902398,1977,2022-04-20,2022,Sunday,VIP
310,Zachary Hurst,남성,51,50대,2020-05-18,미국,VIP,쏘나타LF,23805760,1,23805760,23805760,N,수출,오프라인,82.7,31428586,1974,2017-03-28,2017,Wednesday,VIP
311,Kevin Sutton,남성,51,50대,2020-09-01,미국,우수,그랜저,30891717,4,123566868,30891717,N,수출,온라인,68.27,130553592,1974,2024-07-05,2024,Tuesday,우수
312,Kimberly Hanson,남성,61,60대,2022-11-14,미국,일반,캐스퍼,57560527,4,230242108,57560527,Y,수출,오프라인,64.23,233257261,1964,2019-03-29,2019,Sunday,일반
313,Crystal Evans,여성,59,50대,2020-08-22,미국,VIP,싼타페DM,49178643,4,196714572,49178643,Y,수출,오프라인,78.11,201334757,1966,2024-05-20,2024,Sunday,VIP
314,Dana Padilla,남성,41,40대,2020-11-30,미국,우수,싼타페Long,53214043,3,159642129,53214043,Y,수출,온라인,83.14,167260404,1984,2021-08-18,2021,Wednesday,우수
315,Sarah King,여성,64,60대,2024-04-12,미국,VIP,쿠페,56352026,2,112704052,56352026,N,수출,온라인,59.97,116099429,1961,2025-01-17,2025,Thursday,VIP
316,William Barnett,여성,68,60대,2021-03-04,미국,VIP,투싼LMFC,18092248,3,54276744,18092248,Y,수출,온라인,69.08,61111907,1957,2024-09-05,2024,Wednesday,VIP
317,Jared Smith,여성,30,30대,2023-08-17,미국,우수,i30PD,50573497,1,50573497,50573497,Y,수출,오프라인,54.12,58171408,1995,2020-08-09,2020,Friday,우수
318,Mrs. Stacey Burton,남성,56,50대,2023-07-14,미국,VIP,싼타페MX5,18228892,1,18228892,18228892,N,수출,오프라인,32.53,23014497,1969,2023-11-03,2023,Friday,VIP
319,Amber Ramirez,남성,57,50대,2025-01-07,미국,우수,i30GD,37950088,6,227700528,37950088,N,수출,오프라인,73.01,232839292,1968,2022-03-05,2022,Friday,우수
320,Diane Ellis,여성,41,40대,2023-12-02,미국,우수,그랜저IG,45193211,1,45193211,45193211,N,수출,온라인,79.13,49028794,1984,2019-02-28,2019,Thursday,우수
321,Danielle Terry,여성,35,30대,2023-07-17,미국,우수,코나SX2,44321473,3,132964419,44321473,N,수출,오프라인,73.93,138873188,1990,2017-02-07,2017,Thursday,우수
322,Brooke Johnson,여성,70,70대,2022-04-14,미국,일반,액센트,59573055,5,297865275,59573055,N,수출,오프라인,40.76,304408130,1955,2022-01-08,2022,Sunday,일반
323,Stacy Baker,남성,52,50대,2022-10-27,미국,VIP,베뉴,30885741,3,92657223,30885741,Y,수출,오프라인,64.74,98828820,1973,2021-10-02,2021,Friday,VIP
324,Lori Mccoy,여성,67,60대,2021-01-20,미국,VIP,아반떼AD,26787605,3,80362815,26787605,Y,수출,온라인,36.72,85982872,1958,2024-09-26,2024,Friday,VIP
325,Barry Lam,여성,28,20대,2022-05-14,미국,VIP,i30PD,19886887,4,79547548,19886887,Y,수출,온라인,90.55,82986994,1997,2020-08-23,2020,Tuesday,VIP
326,Maria Conley,여성,63,60대,2024-09-17,미국,우수,G90RS4,47688803,4,190755212,47688803,N,수출,온라인,53.71,198157946,1962,2017-09-19,2017,Thursday,우수
327,Mr. Brandon Madden,남성,43,40대,2024-07-11,미국,우수,아이오닉6,51424810,1,51424810,51424810,N,수출,온라인,88.83,56698001,1982,2017-08-09,2017,Friday,우수
328,Tracy Price,여성,37,30대,2022-12-08,미국,일반,HCV,34221746,4,136886984,34221746,N,수출,오프라인,84.19,140886385,1988,2020-07-06,2020,Saturday,일반
329,Jacqueline Martin,남성,30,30대,2021-11-26,미국,일반,아이오닉AE,42668175,2,85336350,42668175,N,수출,온라인,56.49,89662886,1995,2019-12-14,2019,Wednesday,일반
330,Debra Newman,남성,45,40대,2025-01-16,미국,VIP,GV80쿠페,32323133,6,193938798,32323133,N,수출,오프라인,53.01,201629625,1980,2019-12-16,2019,Saturday,VIP
331,Anthony Boyer,남성,60,60대,2023-09-20,미국,VIP,액센트,51795649,4,207182596,51795649,Y,수출,오프라인,75.26,213783020,1965,2016-04-13,2016,Monday,VIP
332,Haley Kline,여성,34,30대,2023-12-05,미국,우수,G70SB,55355608,3,166066824,55355608,N,수출,온라인,57.34,173738128,1991,2016-09-10,2016,Thursday,우수
333,Denise Smith,남성,43,40대,2020-06-24,미국,VIP,싼타페DM,27592794,2,55185588,27592794,N,수출,온라인,71.54,61322792,1982,2025-01-11,2025,Friday,VIP
334,Virginia Reynolds,남성,60,60대,2022-05-03,미국,일반,GV60,29763533,6,178581198,29763533,N,수출,오프라인,62.76,184587557,1965,2024-09-18,2024,Friday,일반
335,Stephanie Montgomery,남성,57,50대,2023-11-29,미국,일반,아이오닉6,35132263,3,105396789,35132263,N,수출,오프라인,43.28,110165599,1968,2023-01-01,2023,Saturday,일반
336,Patrick Livingston,남성,49,40대,2021-06-22,미국,VIP,GV60,45321100,3,135963300,45321100,Y,수출,오프라인,36.54,139502660,1976,2020-02-05,2020,Friday,VIP
337,Lauren Rios,남성,39,30대,2023-06-26,미국,일반,아반떼AD,51358599,2,102717198,51358599,N,수출,오프라인,73.4,110669229,1986,2016-04-08,2016,Friday,일반
338,Joshua Green,남성,46,40대,2022-07-06,미국,우수,i40,37217812,2,74435624,37217812,Y,수출,온라인,61.58,79295538,1979,2022-01-09,2022,Saturday,우수
339,Christine Mason,남성,48,40대,2021-11-27,미국,우수,싼타페MX5,32282552,2,64565104,32282552,N,수출,온라인,61.7,72408419,1977,2021-02-27,2021,Tuesday,우수
340,James Ortiz,남성,43,40대,2021-12-08,미국,우수,투싼LMFC,45028604,6,270171624,45028604,Y,수출,오프라인,80.44,275096593,1982,2024-02-09,2024,Saturday,우수
341,Darius Rose,남성,35,30대,2020-09-27,미국,일반,아이오닉5,29477295,2,58954590,29477295,N,수출,오프라인,87.6,64876265,1990,2021-04-03,2021,Saturday,일반
342,Eric Dickerson,남성,48,40대,2020-08-11,미국,VIP,GV60,20989456,5,104947280,20989456,Y,수출,오프라인,65.91,109761233,1977,2018-05-27,2018,Wednesday,VIP
343,Curtis Hurley,여성,70,70대,2020-08-25,미국,우수,벨로스터FS,46024875,2,92049750,46024875,N,수출,오프라인,64.89,99040605,1955,2016-12-03,2016,Wednesday,우수
344,Heather Garcia,여성,58,50대,2023-10-20,미국,우수,코나SX2,40638804,5,203194020,40638804,N,수출,오프라인,77.5,210824065,1967,2023-11-09,2023,Thursday,우수
345,Earl Howe,남성,35,30대,2022-11-16,미국,우수,쏘나타LF,29581118,4,118324472,29581118,N,수출,오프라인,49.65,121657444,1990,2024-11-08,2024,Monday,우수
346,Albert Lowe,남성,42,40대,2021-10-24,미국,일반,코나SX2,39650131,4,158600524,39650131,N,수출,오프라인,73.35,164463487,1983,2018-08-14,2018,Tuesday,일반
347,Philip Prince,여성,47,40대,2020-09-13,미국,우수,벨로스터,51870185,1,51870185,51870185,Y,수출,온라인,78.28,55482543,1978,2020-08-31,2020,Thursday,우수
348,Jeffrey Gibbs,여성,45,40대,2023-04-19,미국,VIP,G70,27831835,4,111327340,27831835,N,수출,오프라인,80.2,116134904,1980,2016-06-09,2016,Friday,VIP
349,Amy Davis,여성,29,20대,2024-12-09,미국,우수,아반떼CN7,21960444,1,21960444,21960444,Y,수출,오프라인,40.95,26964524,1996,2020-05-22,2020,Monday,우수
350,Dr. Judy Baker DDS,여성,38,30대,2020-10-20,미국,VIP,쿠페,53202109,3,159606327,53202109,Y,수출,오프라인,58.58,166325567,1987,2023-10-19,2023,Monday,VIP
351,Christopher Burton,여성,50,50대,2025-03-30,미국,VIP,그랜저,24504644,1,24504644,24504644,N,수출,온라인,56.83,31679190,1975,2017-02-01,2017,Sunday,VIP
352,Christopher Silva,남성,47,40대,2021-07-11,미국,VIP,G90RS4,37999366,3,113998098,37999366,N,수출,오프라인,71.5,120666196,1978,2019-07-24,2019,Wednesday,VIP
353,Matthew Yu,여성,30,30대,2022-10-14,미국,일반,코나SX2,19047721,3,57143163,19047721,Y,수출,오프라인,77.21,61901456,1995,2018-03-26,2018,Friday,일반
354,Lisa Pham,남성,27,20대,2023-12-18,미국,우수,베뉴,46676262,4,186705048,46676262,N,수출,온라인,92.45,191131392,1998,2020-03-07,2020,Monday,우수
355,Olivia Adams,여성,41,40대,2022-02-05,미국,VIP,싼타페MX5,26917070,5,134585350,26917070,Y,수출,오프라인,62.58,137589972,1984,2021-04-03,2021,Tuesday,VIP
356,Cheryl Murray,남성,58,50대,2024-03-23,미국,일반,GV80,20917995,2,41835990,20917995,Y,수출,오프라인,62.54,46326963,1967,2019-11-16,2019,Sunday,일반
357,April Perez,여성,68,60대,2021-10-06,미국,일반,액센트,45740622,1,45740622,45740622,N,수출,온라인,87.25,48805653,1957,2019-03-04,2019,Monday,일반
358,Steven Mcguire,여성,67,60대,2024-03-10,미국,일반,GV80쿠페,29536894,1,29536894,29536894,Y,수출,오프라인,74.45,36821969,1958,2019-05-03,2019,Tuesday,일반
359,Daniel Lewis,여성,43,40대,2023-02-06,미국,일반,벨로스터FS,47454572,2,94909144,47454572,Y,수출,오프라인,89.01,100796656,1982,2017-02-04,2017,Wednesday,일반
360,Ashley Silva,남성,34,30대,2022-12-20,미국,일반,넥쏘,46803397,5,234016985,46803397,Y,수출,온라인,74.33,237539128,1991,2017-10-01,2017,Wednesday,일반
361,Carl Soto,여성,41,40대,2023-12-12,미국,우수,G90,52638159,3,157914477,52638159,Y,수출,오프라인,52.64,164176751,1984,2024-07-01,2024,Thursday,우수
362,Daniel Rojas,여성,45,40대,2024-02-04,미국,VIP,G80,46614704,3,139844112,46614704,Y,수출,온라인,50.0,146037762,1980,2023-06-28,2023,Sunday,VIP
363,Katherine Smith,여성,66,60대,2024-12-02,미국,우수,아반떼CN7,26552428,1,26552428,26552428,N,수출,오프라인,46.73,31851512,1959,2017-04-04,2017,Sunday,우수
364,Caitlin Harrington,남성,36,30대,2021-12-01,미국,우수,그랜저,31486905,1,31486905,31486905,N,수출,온라인,79.93,36080841,1989,2018-08-12,2018,Friday,우수
365,Brendan Collins,여성,59,50대,2021-03-03,미국,VIP,벨로스터JS,53525237,3,160575711,53525237,Y,수출,오프라인,87.83,165601454,1966,2017-04-14,2017,Wednesday,VIP
366,Casey Davis,여성,56,50대,2021-03-07,미국,VIP,쏘나타LF,45129570,3,135388710,45129570,N,수출,오프라인,97.74,140824378,1969,2018-11-11,2018,Wednesday,VIP
367,Elizabeth Wilkins,여성,28,20대,2020-12-21,미국,일반,벨로스터,53062597,2,106125194,53062597,N,수출,오프라인,82.65,110708021,1997,2023-08-29,2023,Thursday,일반
368,Samuel Green,남성,27,20대,2024-05-15,미국,VIP,벨로스터,47418439,5,237092195,47418439,N,수출,온라인,87.44,244530678,1998,2020-08-20,2020,Friday,VIP
369,Andrew Buchanan,여성,51,50대,2023-11-19,미국,VIP,쏘나타DN8,45516880,3,136550640,45516880,N,수출,오프라인,61.3,142023176,1974,2021-09-16,2021,Monday,VIP
370,James Houston,남성,63,60대,2023-01-04,미국,우수,G90,22032740,5,110163700,22032740,N,수출,오프라인,52.65,115093851,1962,2022-03-27,2022,Tuesday,우수
371,Marco Stevens,여성,54,50대,2025-03-22,미국,일반,코나SX2,42023654,3,126070962,42023654,Y,수출,오프라인,82.75,132463128,1971,2017-07-16,2017,Sunday,일반
372,Kathleen Parker,남성,53,50대,2022-12-16,미국,VIP,싼타페TM,59796856,3,179390568,59796856,N,수출,온라인,76.27,187101746,1972,2022-10-21,2022,Friday,VIP
373,Edward Gross,여성,26,20대,2021-01-14,미국,우수,그랜저HG,30564242,2,61128484,30564242,N,수출,온라인,71.61,65213306,1999,2020-12-04,2020,Wednesday,우수
374,Scott Brown,남성,43,40대,2023-05-29,미국,우수,GV80,58536340,4,234145360,58536340,N,수출,온라인,75.81,237549009,1982,2021-09-05,2021,Sunday,우수
375,Jamie Shepherd,남성,70,70대,2023-06-14,미국,우수,액센트,23794098,3,71382294,23794098,Y,수출,오프라인,74.85,77859276,1955,2016-08-13,2016,Saturday,우수
376,Amber Pollard DDS,여성,69,60대,2022-11-13,미국,일반,GV80쿠페,38368553,3,115105659,38368553,N,수출,오프라인,89.26,120079417,1956,2018-03-08,2018,Saturday,일반
377,Matthew Morris,여성,60,60대,2021-02-14,미국,우수,아이오닉5,32355051,3,97065153,32355051,Y,수출,온라인,89.42,104425448,1965,2022-05-20,2022,Wednesday,우수
378,Jose Todd,남성,60,60대,2022-12-18,미국,VIP,쏘나타DN8,22833247,6,136999482,22833247,N,수출,오프라인,78.16,142811814,1965,2024-01-05,2024,Thursday,VIP
379,Keith Jensen,여성,45,40대,2024-05-17,미국,VIP,LCV,51068905,2,102137810,51068905,Y,수출,온라인,82.69,107367746,1980,2018-08-17,2018,Sunday,VIP
380,Brenda Parks,남성,54,50대,2022-09-28,미국,일반,G90,49457795,1,49457795,49457795,N,수출,온라인,77.71,56225385,1971,2020-02-13,2020,Saturday,일반
381,Timothy Perez,여성,33,30대,2024-05-10,미국,우수,아반떼CN7,53355645,4,213422580,53355645,N,수출,온라인,63.08,218301237,1992,2017-03-28,2017,Sunday,우수
382,Jennifer Choi,여성,62,60대,2024-09-20,미국,우수,벨로스터,44583856,5,222919280,44583856,Y,수출,오프라인,81.35,228283792,1963,2024-05-25,2024,Sunday,우수
383,John Robertson,남성,58,50대,2023-08-17,미국,우수,그랜저,52401701,4,209606804,52401701,Y,수출,온라인,49.08,213832116,1967,2018-03-26,2018,Tuesday,우수
384,Taylor Wyatt,여성,33,30대,2022-02-18,미국,VIP,캐스퍼,42853841,1,42853841,42853841,N,수출,온라인,85.81,47858960,1992,2017-10-20,2017,Friday,VIP
385,Kathryn Cohen,남성,30,30대,2023-09-22,미국,우수,액센트,18319004,2,36638008,18319004,N,수출,온라인,52.08,41331203,1995,2017-06-30,2017,Sunday,우수
386,Kayla Ortiz,여성,43,40대,2023-11-02,미국,일반,싼타페MX5,31664870,6,189989220,31664870,N,수출,오프라인,74.29,197584942,1982,2019-04-30,2019,Saturday,일반
387,Tim Perez,여성,60,60대,2021-05-11,미국,일반,싼타페DM,51118025,2,102236050,51118025,N,수출,오프라인,57.32,106363960,1965,2024-07-17,2024,Monday,일반
388,Catherine Scott,남성,63,60대,2023-01-11,미국,VIP,LCV,18861874,2,37723748,18861874,Y,수출,오프라인,78.3,41710743,1962,2016-01-17,2016,Sunday,VIP
389,Brenda Moore,남성,50,50대,2020-10-31,미국,우수,i40,55506659,5,277533295,55506659,Y,수출,온라인,69.49,283345104,1975,2024-11-17,2024,Thursday,우수
390,Melissa Moyer,남성,57,50대,2020-12-02,미국,VIP,베뉴,30579850,1,30579850,30579850,Y,수출,온라인,46.08,35571429,1968,2019-05-28,2019,Thursday,VIP
391,Brandon Gates,남성,52,50대,2021-06-26,미국,일반,아이오닉5,31860418,5,159302090,31860418,N,수출,오프라인,76.31,167094728,1973,2022-01-14,2022,Monday,일반
392,Jeffrey Horton,여성,29,20대,2022-01-27,미국,일반,i30PD,59346694,4,237386776,59346694,Y,수출,온라인,61.33,240506193,1996,2022-11-29,2022,Saturday,일반
393,James Miller,여성,26,20대,2023-03-11,미국,VIP,벨로스터FS,54271890,6,325631340,54271890,N,수출,오프라인,83.22,332814965,1999,2018-12-05,2018,Saturday,VIP
394,Margaret Durham,여성,41,40대,2021-09-11,미국,일반,그랜저IG,55366834,3,166100502,55366834,N,수출,오프라인,70.02,170590523,1984,2023-01-09,2023,Wednesday,일반
395,Denise Shields,여성,41,40대,2023-01-28,미국,VIP,LCV,54867340,2,109734680,54867340,Y,수출,오프라인,75.93,113347911,1984,2021-11-16,2021,Thursday,VIP
396,Devon Baxter,남성,65,60대,2024-03-18,미국,우수,싼타페MX5,24179135,2,48358270,24179135,Y,수출,온라인,55.64,56313111,1960,2020-11-03,2020,Sunday,우수
397,Angela Peterson,남성,36,30대,2025-03-24,미국,VIP,벨로스터FS,47088260,2,94176520,47088260,Y,수출,온라인,61.16,99407025,1989,2018-11-26,2018,Tuesday,VIP
398,Terri Johnson,여성,29,20대,2020-06-03,미국,일반,코나SX2,29971784,4,119887136,29971784,N,수출,오프라인,63.12,125992538,1996,2022-05-16,2022,Sunday,일반
399,Charles Cunningham,남성,65,60대,2022-10-12,미국,일반,더뉴아이오닉,43259983,5,216299915,43259983,N,수출,오프라인,82.85,224168009,1960,2022-12-19,2022,Saturday,일반
400,Luis Kelly,남성,54,50대,2022-06-06,미국,일반,투싼LMFC,28711347,3,86134041,28711347,Y,수출,오프라인,95.16,89801715,1971,2016-10-28,2016,Friday,일반
401,Jennifer Harris,여성,38,30대,2024-03-13,미국,우수,GV60,49858316,6,299149896,49858316,Y,수출,온라인,57.92,304583122,1987,2016-06-29,2016,Tuesday,우수
402,Linda Clarke,남성,70,70대,2020-08-12,미국,우수,더뉴아이오닉,44717007,4,178868028,44717007,N,수출,오프라인,86.15,182188360,1955,2017-08-29,2017,Wednesday,우수
403,Jerry Gentry,여성,58,50대,2025-02-13,미국,VIP,벨로스터JS,22144623,5,110723115,22144623,N,수출,오프라인,37.45,116680644,1967,2024-09-05,2024,Wednesday,VIP
404,Nicholas Sullivan,남성,63,60대,2023-01-22,미국,일반,그랜저IG,59485049,5,297425245,59485049,N,수출,온라인,52.09,304102652,1962,2017-11-30,2017,Wednesday,일반
405,Scott Graham,여성,49,40대,2022-04-21,미국,VIP,더뉴아이오닉,59618959,2,119237918,59618959,N,수출,오프라인,55.62,126615745,1976,2018-09-19,2018,Monday,VIP
406,Stephen Martin,여성,48,40대,2021-04-30,미국,우수,GV80쿠페,44000157,6,264000942,44000157,Y,수출,온라인,49.71,271272031,1977,2019-02-13,2019,Sunday,우수
407,David Hoffman,남성,42,40대,2022-09-25,미국,우수,투싼LMFC,48212955,4,192851820,48212955,Y,수출,오프라인,46.25,197966565,1983,2016-07-09,2016,Sunday,우수
408,Ashley Ruiz,남성,55,50대,2023-01-15,미국,일반,싼타페MX5,50585282,6,303511692,50585282,N,수출,오프라인,76.19,310867271,1970,2022-04-19,2022,Wednesday,일반
409,Mr. Dakota Ali DDS,여성,46,40대,2023-02-06,미국,VIP,벨로스터JS,56548032,5,282740160,56548032,Y,수출,온라인,66.79,289330092,1979,2018-09-07,2018,Thursday,VIP
410,Peter Lee,남성,40,40대,2025-03-03,미국,일반,G70SB,56214496,6,337286976,56214496,Y,수출,온라인,75.69,343021379,1985,2024-02-23,2024,Saturday,일반
411,Robert Palmer,여성,26,20대,2023-11-01,미국,VIP,펠리세이드,28471062,3,85413186,28471062,N,수출,온라인,80.36,92065498,1999,2021-06-29,2021,Saturday,VIP
412,Phyllis Parker,남성,37,30대,2024-04-12,미국,우수,코나SX2,34852734,2,69705468,34852734,Y,수출,오프라인,73.98,77526864,1988,2019-03-30,2019,Friday,우수
413,Jonathan Brown,여성,30,30대,2022-12-24,미국,일반,아이오닉6,36660089,3,109980267,36660089,N,수출,온라인,79.87,114091784,1995,2025-02-09,2025,Thursday,일반
414,Cody Swanson,남성,28,20대,2024-04-30,미국,일반,쏘나타DN8,43773515,3,131320545,43773515,Y,수출,온라인,68.96,136966258,1997,2016-05-07,2016,Tuesday,일반
415,Melissa Carr,여성,67,60대,2022-10-19,미국,VIP,쏘나타LF,34278225,5,171391125,34278225,N,수출,오프라인,52.2,174716597,1958,2021-08-27,2021,Tuesday,VIP
416,Maurice Perry,여성,66,60대,2022-12-20,미국,일반,그랜저IG,49782593,4,199130372,49782593,Y,수출,오프라인,85.87,205760020,1959,2020-12-21,2020,Monday,일반
417,Carol Terry,남성,40,40대,2023-11-22,캐나다,일반,HCV,38659977,5,193299885,38659977,N,수출,온라인,61.16,198012577,1985,2020-10-24,2020,Monday,일반
418,Lisa Fox,여성,56,50대,2025-02-07,캐나다,일반,넥쏘,42961088,2,85922176,42961088,Y,수출,온라인,55.97,90968724,1969,2023-02-26,2023,Friday,일반
419,Donna Williams,남성,30,30대,2021-08-07,캐나다,VIP,EQ900,34888544,1,34888544,34888544,Y,수출,온라인,67.33,41236278,1995,2017-07-23,2017,Thursday,VIP
420,Randy Hill,여성,32,30대,2020-10-22,캐나다,VIP,코나OS,50131943,5,250659715,50131943,Y,수출,오프라인,56.31,255388140,1993,2019-09-08,2019,Tuesday,VIP
421,Danielle Jones,여성,25,20대,2023-03-04,캐나다,VIP,코나OS,41852782,6,251116692,41852782,Y,수출,오프라인,63.74,254423652,2000,2021-03-10,2021,Monday,VIP
422,Tyler Anderson,여성,67,60대,2022-09-23,캐나다,VIP,싼타페DM,42766060,4,171064240,42766060,N,수출,오프라인,75.16,176891775,1958,2023-06-26,2023,Wednesday,VIP
423,Roger Jones,여성,64,60대,2022-07-21,캐나다,우수,투싼LMFC,26350872,4,105403488,26350872,N,수출,오프라인,75.23,111926884,1961,2017-09-17,2017,Wednesday,우수
424,Melissa Ortiz,남성,26,20대,2021-04-17,캐나다,일반,GV80,31854198,4,127416792,31854198,Y,수출,오프라인,56.53,130532722,1999,2023-12-11,2023,Friday,일반
425,Anna Hurley,남성,41,40대,2023-06-09,캐나다,일반,아반떼AD,56444184,1,56444184,56444184,Y,수출,오프라인,62.68,62989787,1984,2020-08-13,2020,Sunday,일반
426,Emily Chapman,여성,46,40대,2023-08-17,캐나다,일반,쿠페,59147629,5,295738145,59147629,Y,수출,오프라인,86.11,298977486,1979,2024-03-28,2024,Monday,일반
427,Sophia Johnston,남성,55,50대,2024-02-07,캐나다,VIP,그랜저HG,29267650,3,87802950,29267650,N,수출,온라인,77.45,92180243,1970,2016-06-03,2016,Monday,VIP
428,Jennifer Escobar,남성,66,60대,2021-11-15,캐나다,일반,GV60,27012354,1,27012354,27012354,N,수출,온라인,100.0,31788953,1959,2022-12-12,2022,Thursday,일반
429,Jason Jones,여성,57,50대,2020-11-01,캐나다,VIP,투싼NX4,42632416,5,213162080,42632416,Y,수출,온라인,87.7,217331356,1968,2019-11-10,2019,Thursday,VIP
430,David George,여성,34,30대,2023-09-16,캐나다,VIP,더뉴아이오닉,59188684,6,355132104,59188684,N,수출,온라인,87.16,360503899,1991,2018-02-23,2018,Saturday,VIP
431,Chelsea Graham,남성,46,40대,2021-05-09,캐나다,우수,G70,30419900,1,30419900,30419900,N,수출,오프라인,49.18,37420128,1979,2024-09-10,2024,Saturday,우수
432,Miss Kendra Khan,남성,33,30대,2021-06-11,캐나다,VIP,싼타페Long,42686837,5,213434185,42686837,N,수출,온라인,81.46,221085614,1992,2016-09-02,2016,Sunday,VIP
433,Cheyenne Watkins,남성,48,40대,2021-09-10,캐나다,VIP,아반떼CN7,36755424,2,73510848,36755424,Y,수출,온라인,69.2,80261895,1977,2024-11-21,2024,Tuesday,VIP
434,Bobby Stanley,여성,25,20대,2023-05-09,캐나다,일반,투싼NX4,21608285,5,108041425,21608285,N,수출,오프라인,61.74,114292373,2000,2024-07-07,2024,Tuesday,일반
435,Carolyn Lopez,남성,41,40대,2022-07-30,캐나다,VIP,투싼LMFC,44911857,5,224559285,44911857,N,수출,오프라인,72.52,227664306,1984,2020-02-09,2020,Thursday,VIP
436,Randall Ali,남성,67,60대,2022-04-19,캐나다,VIP,베뉴,54430630,3,163291890,54430630,N,수출,오프라인,84.18,170477820,1958,2020-09-01,2020,Tuesday,VIP
437,Jordan Ramirez,남성,54,50대,2023-08-09,캐나다,VIP,코나SX2,38995770,3,116987310,38995770,N,수출,온라인,77.51,121829904,1971,2023-09-07,2023,Wednesday,VIP
438,Lawrence Black,여성,39,30대,2022-02-14,캐나다,VIP,베뉴,39767656,4,159070624,39767656,N,수출,오프라인,56.82,163242861,1986,2017-06-21,2017,Tuesday,VIP
439,Sara Smith,남성,39,30대,2021-02-23,캐나다,VIP,그랜저HG,54868350,1,54868350,54868350,N,수출,온라인,81.14,58430779,1986,2021-03-05,2021,Friday,VIP
440,Nicole Luna,남성,30,30대,2023-04-09,캐나다,VIP,싼타페Long,44241380,2,88482760,44241380,N,수출,오프라인,60.44,96280843,1995,2021-01-15,2021,Tuesday,VIP
441,Francisco Bender,여성,61,60대,2025-03-26,캐나다,우수,G90RS4,38050658,4,152202632,38050658,N,수출,온라인,73.25,158620461,1964,2018-07-09,2018,Wednesday,우수
442,Amber Cuevas,여성,37,30대,2023-12-23,캐나다,VIP,캐스퍼,42690937,2,85381874,42690937,Y,수출,온라인,65.45,91217747,1988,2022-09-21,2022,Sunday,VIP
443,Danielle Richardson,여성,41,40대,2024-05-15,캐나다,우수,G90,30976185,4,123904740,30976185,N,수출,온라인,66.72,131114826,1984,2017-06-08,2017,Wednesday,우수
444,Joshua Kennedy,여성,70,70대,2025-02-27,캐나다,VIP,쏘나타DN8,18525844,1,18525844,18525844,N,수출,오프라인,81.49,23174167,1955,2023-11-15,2023,Sunday,VIP
445,Ariel Crawford,여성,44,40대,2022-11-09,캐나다,VIP,GV80쿠페,57691645,6,346149870,57691645,Y,수출,온라인,54.4,350768852,1981,2020-03-09,2020,Saturday,VIP
446,Henry Warren,여성,49,40대,2021-05-31,캐나다,일반,아이오닉5,59929719,4,239718876,59929719,N,수출,오프라인,99.18,246705558,1976,2024-01-29,2024,Monday,일반
447,Susan Savage,여성,34,30대,2020-11-14,캐나다,우수,투싼NX4,39516089,4,158064356,39516089,Y,수출,오프라인,42.68,164747117,1991,2016-02-05,2016,Tuesday,우수
448,John Castillo,남성,26,20대,2022-04-22,캐나다,일반,벨로스터,33929576,6,203577456,33929576,N,수출,오프라인,61.03,207041209,1999,2017-11-15,2017,Wednesday,일반
449,Jennifer Ferguson,여성,29,20대,2023-07-25,캐나다,VIP,GV60,40930515,4,163722060,40930515,N,수출,온라인,75.55,169197534,1996,2016-01-20,2016,Friday,VIP
450,Jaime Medina,여성,59,50대,2021-09-30,캐나다,VIP,그랜저,53557075,1,53557075,53557075,N,수출,온라인,78.76,57724774,1966,2022-06-26,2022,Wednesday,VIP
451,Cassandra Cook,남성,38,30대,2022-03-25,캐나다,우수,아반떼CN7,37063702,6,222382212,37063702,Y,수출,오프라인,68.49,228819026,1987,2023-01-03,2023,Friday,우수
452,Adam Perez,남성,26,20대,2023-02-05,캐나다,일반,벨로스터FS,37947870,5,189739350,37947870,N,수출,온라인,69.14,196736345,1999,2017-02-03,2017,Tuesday,일반
